chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_072005.2	55795543	55799182	2	1	+	NC_072005.2	55795596	55795757	55795839	55799155	PRR12	XM_054540979.2	+	2	55795757	55795839	82	1
NC_072005.2	55864689	55865148	-1	1	-	NC_072005.2	55864881	55865052	55864726	55864796	IRF3	XM_009232903.4	-	1	55864796	55864881	85	6
NC_072005.2	55883454	55883829	1	1	+	NC_072005.2	55883455	55883610	55883725	55883788	PRMT1	NM_001132788.1	+	1	55883610	55883725	115	5
NC_072005.2	55905574	55906228	2	1	+	NC_072005.2	55905725	55905802	55906016	55906123	CPT1C	NM_001132026.1	+	2	55905802	55906016	214	1
NC_072005.2	56070285	56071356	1	1	+	NC_072005.2	56071027	56071164	56071273	56071355	PTOV1	XM_054541026.2	+	1	56071164	56071273	109	5
NC_072005.2	56079210	56079531	-1	1	-	NC_072005.2	56079483	56079531	56079331	56079401	PNKP	XM_002829586.6	-	1	56079401	56079483	82	4
NC_072005.2	56101236	56101614	1	1	+	NC_072005.2	56101253	56101353	56101453	56101552	TBC1D17	XM_009232924.4	+	1	56101353	56101453	100	3
NC_072005.2	56493963	56494482	-1	1	-	NC_072005.2	56494284	56494407	56493976	56494094	LOC100455134	XM_024236580.3	-	1	56494094	56494284	190	1
NC_072005.2	56539676	56540531	3	1	+	NC_072005.2	56539912	56540120	56540388	56540531	NR1H2	NM_001131353.1	+	3	56540120	56540388	268	3
NC_072005.2	56559128	56559920	3	1	+	NC_072005.2	56559235	56559401	56559675	56559779	POLD1	XM_024237906.3	+	3	56559401	56559675	274	2
NC_072005.2	56572743	56573217	1	1	+	NC_072005.2	56572825	56572957	56573039	56573152	POLD1	XM_024237906.3	+	1	56572957	56573039	82	2
NC_072005.2	56620308	56620863	1	1	+	NC_072005.2	56620309	56620468	56620667	56620803	MYBPC2	XM_024238165.3	+	1	56620468	56620667	199	2
NC_072005.2	56878136	56878781	-2	1	-	NC_072005.2	56878610	56878718	56878227	56878378	SHANK1	XM_054538941.2	-	2	56878378	56878610	232	3
NC_072005.2	56880686	56881388	-2	1	-	NC_072005.2	56881101	56881355	56880711	56880914	SHANK1	XM_054538941.2	-	2	56880914	56881101	187	3
NC_072005.2	56957111	56957309	-2	1	-	NC_072005.2	56957235	56957294	56957112	56957120	SMIM47	XM_054538954.2	-	2	56957120	56957235	115	1
NC_072005.2	56961604	56962129	2	1	+	NC_072005.2	56961851	56961955	56962031	56962117	ACP4	XM_063719622.1	+	2	56961955	56962031	76	1
NC_072005.2	56965981	56966398	2	1	+	NC_072005.2	56966029	56966207	56966286	56966398	ACP4	XM_063719622.1	+	2	56966207	56966286	79	1
NC_072005.2	57545712	57546717	-1	1	-	NC_072005.2	57546390	57546668	57545733	57546029	VSIG10L	XM_002829644.5	-	1	57546029	57546390	361	1
NC_072005.2	57937779	57938172	1	1	+	NC_072005.2	57937802	57937879	57938009	57938118	SPACA6	XM_024238265.3	+	1	57937879	57938009	130	8
NC_072005.2	5814034	5814652	-3	1	-	NC_072005.2	5814535	5814627	5814082	5814204	NDUFA11	XM_024236474.3	-	3	5814204	5814535	331	1
NC_072005.2	5831906	5832614	3	1	+	NC_072005.2	5832234	5832440	5832516	5832614	CAPS	XM_024236472.3	+	3	5832440	5832516	76	2
NC_072005.2	60481067	60481571	-2	1	-	NC_072005.2	60481428	60481497	60481128	60481346	TFPT	XM_002829725.4	-	2	60481346	60481428	82	2
NC_072005.2	60522005	60522626	3	1	+	NC_072005.2	60522030	60522417	60522502	60522625	CNOT3	XM_009233091.4	+	3	60522417	60522502	85	10
NC_072005.2	60590801	60591092	-2	1	-	NC_072005.2	60590946	60590998	60590802	60590852	LILRB3	XM_054538976.2	-	2	60590852	60590946	94	1
NC_072005.2	60656839	60657640	-3	1	-	NC_072005.2	60657313	60657597	60656968	60657165	LILRB5	XM_054539001.1	-	3	60657165	60657313	148	1
NC_072005.2	60838933	60839383	-3	1	-	NC_072005.2	60839176	60839213	60838934	60838986	LOC100460725	XM_054539005.2	-	3	60838986	60839176	190	1
NC_072005.2	60922365	60922818	1	1	+	NC_072005.2	60922471	60922613	60922755	60922800	TTYH1	XM_024237761.3	+	1	60922613	60922755	142	2
NC_072005.2	60945132	60946056	1	1	+	NC_072005.2	60945229	60945358	60945440	60945647	LENG8	XM_002829741.6	+	1	60945358	60945440	82	7
NC_072005.2	60945132	60946056	1	1	+	NC_072005.2	60945229	60945358	60945440	60946056	LENG8	XM_024237757.3	+	1	60945358	60945440	82	8
NC_072005.2	61035110	61035497	3	1	+	NC_072005.2	61035148	61035200	61035309	61035497	LOC100432983	XM_009233102.4	+	3	61035200	61035309	109	1
NC_072005.2	6114252	6114564	1	1	+	NC_072005.2	6114302	6114394	6114482	6114564	ACSBG2	XM_054539451.1	+	1	6114394	6114482	88	1
NC_072005.2	61584190	61584646	-3	1	-	NC_072005.2	61584521	61584623	61584302	61584406	PPP1R12C	XM_024237950.3	-	3	61584406	61584521	115	2
NC_072005.2	61584699	61585038	-1	1	-	NC_072005.2	61584862	61584947	61584701	61584741	PPP1R12C	XM_024237950.3	-	1	61584741	61584862	121	1
NC_072005.2	61584699	61585038	-1	1	-	NC_072005.2	61584862	61584944	61584701	61584741	PPP1R12C	XM_024237951.3	-	1	61584741	61584862	121	1
NC_072005.2	61625655	61626072	-1	1	-	NC_072005.2	61625836	61625926	61625657	61625697	TNNT1	XM_024237580.3	-	1	61625697	61625836	139	2
NC_072005.2	61653880	61654690	-3	1	-	NC_072005.2	61654535	61654660	61654307	61654429	DNAAF3	XM_009233134.4	-	3	61654429	61654535	106	8
NC_072005.2	61792428	61792800	1	1	+	NC_072005.2	61792587	61792620	61792702	61792770	BRSK1	XM_024238330.3	+	1	61792620	61792702	82	2
NC_072005.2	6303033	6303768	-1	1	-	NC_072005.2	6303438	6303732	6303034	6303353	PSPN	XM_024238212.3	-	1	6303353	6303438	85	1
NC_072005.2	6309737	6310355	-2	1	-	NC_072005.2	6310217	6310278	6310022	6310141	GTF2F1	XM_054539460.2	-	2	6310141	6310217	76	1
NC_072005.2	6309737	6310355	-2	1	-	NC_072005.2	6310022	6310141	6309807	6309880	GTF2F1	XM_054539460.2	-	2	6309880	6310022	142	2
NC_072005.2	6309737	6310355	-2	1	-	NC_072005.2	6310217	6310275	6310022	6310141	GTF2F1	XM_054539462.2	-	2	6310141	6310217	76	1
NC_072005.2	63273639	63274074	1	1	+	NC_072005.2	63273640	63273766	63273884	63273979	ZNF470	XM_024237905.3	+	1	63273766	63273884	118	1
NC_072005.2	63273639	63274074	1	1	+	NC_072005.2	63273733	63273766	63273884	63273979	ZNF470	XM_054539164.2	+	1	63273766	63273884	118	1
NC_072005.2	63424	63979	-3	1	-	NC_072005.2	63702	63826	63478	63566	MIER2	XM_009252505.4	-	3	63566	63702	136	5
NC_072005.2	63424	63979	-3	1	-	NC_072005.2	63723	63826	63478	63566	MIER2	XM_054538510.2	-	3	63566	63723	157	3
NC_072005.2	6343150	6344098	-3	1	-	NC_072005.2	6343504	6343581	6343151	6343425	KHSRP	XM_024236684.3	-	3	6343425	6343504	79	2
NC_072005.2	6343150	6344098	-3	1	-	NC_072005.2	6343504	6343581	6343265	6343425	KHSRP	XM_024236685.3	-	3	6343425	6343504	79	4
NC_072005.2	6358625	6359285	-2	1	-	NC_072005.2	6358935	6359087	6358650	6358757	SLC25A41	XM_024236686.3	-	2	6358757	6358935	178	3
NC_072005.2	6405711	6406092	-1	1	-	NC_072005.2	6405967	6406068	6405757	6405882	DENND1C	XM_024236692.3	-	1	6405882	6405967	85	1
NC_072005.2	64769640	64770114	-1	1	-	NC_072005.2	64769973	64770093	64769760	64769864	C20H19orf18	XM_002829893.4	-	1	64769864	64769973	109	2
NC_072005.2	64819392	64819764	-1	1	-	NC_072005.2	64819620	64819745	64819394	64819532	LOC103888735	XM_054539273.2	-	1	64819532	64819620	88	1
NC_072005.2	649774	650803	-3	1	-	NC_072005.2	650582	650706	649978	650101	R3HDM4	XM_024236886.3	-	3	650101	650582	481	3
NC_072005.2	65354356	65354857	2	1	+	NC_072005.2	65354385	65354497	65354720	65354852	TRIM28	XM_024237070.3	+	2	65354497	65354720	223	1
NC_072005.2	65357047	65357776	2	1	+	NC_072005.2	65357448	65357554	65357651	65357687	TRIM28	XM_024237070.3	+	2	65357554	65357651	97	1
NC_072005.2	65360658	65361402	-1	1	-	NC_072005.2	65361178	65361357	65360975	65361105	CHMP2A	XM_002829934.5	-	1	65361105	65361178	73	2
NC_072005.2	65360658	65361402	-1	1	-	NC_072005.2	65360975	65361105	65360826	65360887	CHMP2A	XM_002829934.5	-	1	65360887	65360975	88	2
NC_072005.2	6644643	6645063	-1	1	-	NC_072005.2	6644865	6644948	6644645	6644780	C3	XM_024236762.3	-	1	6644780	6644865	85	2
NC_072005.2	6650873	6651257	-2	1	-	NC_072005.2	6651047	6651137	6650875	6650926	C3	XM_024236762.3	-	2	6650926	6651047	121	2
NC_072005.2	6651168	6651633	-1	1	-	NC_072005.2	6651475	6651633	6651262	6651321	C3	XM_024236762.3	-	1	6651321	6651475	154	2
NC_072005.2	6676207	6677389	-3	1	-	NC_072005.2	6677096	6677305	6676748	6676954	C3	XM_024236762.3	-	3	6676954	6677096	142	2
NC_072005.2	6680378	6680810	-2	1	-	NC_072005.2	6680674	6680768	6680483	6680565	C3	XM_024236762.3	-	2	6680565	6680674	109	2
NC_072005.2	6697258	6697870	-3	1	-	NC_072005.2	6697798	6697847	6697516	6697599	GPR108	XM_054539470.2	-	3	6697599	6697798	199	1
NC_072005.2	6697258	6697870	-3	1	-	NC_072005.2	6697516	6697599	6697304	6697428	GPR108	XM_054539470.2	-	3	6697428	6697516	88	1
NC_072005.2	6697302	6697977	-1	1	-	NC_072005.2	6697798	6697847	6697516	6697599	GPR108	XM_024236764.3	-	1	6697599	6697798	199	1
NC_072005.2	6697302	6697977	-1	1	-	NC_072005.2	6697516	6697599	6697304	6697428	GPR108	XM_024236764.3	-	1	6697428	6697516	88	1
NC_072005.2	6716155	6716869	2	1	+	NC_072005.2	6716371	6716503	6716729	6716868	TRIP10	NM_001131801.1	+	2	6716503	6716729	226	4
NC_072005.2	6874449	6874992	1	1	+	NC_072005.2	6874556	6874711	6874835	6874954	ADGRE1	XM_054539475.2	+	1	6874711	6874835	124	4
NC_072005.2	6875495	6876143	3	1	+	NC_072005.2	6875707	6875862	6875986	6876105	ADGRE1	XM_054539475.2	+	3	6875862	6875986	124	4
NC_072005.2	6876781	6877306	2	1	+	NC_072005.2	6876870	6877025	6877149	6877268	ADGRE1	XM_054539475.2	+	2	6877025	6877149	124	4
NC_072005.2	6877910	6878459	3	1	+	NC_072005.2	6878023	6878178	6878302	6878421	ADGRE1	XM_054539475.2	+	3	6878178	6878302	124	4
NC_072005.2	6918439	6919054	2	1	+	NC_072005.2	6918481	6918649	6918782	6918886	ADGRE1	XM_054539475.2	+	2	6918649	6918782	133	1
NC_072005.2	740899	742072	2	1	+	NC_072005.2	740990	741133	741358	741482	WDR18	XM_009252527.3	+	2	741133	741358	225	1
NC_072005.2	7522990	7523491	2	1	+	NC_072005.2	7523147	7523314	7523393	7523470	PNPLA6	NM_001131527.1	+	2	7523314	7523393	79	10
NC_072005.2	7541219	7541750	3	1	+	NC_072005.2	7541337	7541433	7541530	7541639	PNPLA6	NM_001131527.1	+	3	7541433	7541530	97	10
NC_072005.2	757800	758382	1	1	+	NC_072005.2	757878	757993	758162	758313	GRIN3B	XM_024237704.3	+	1	757993	758162	169	2
NC_072005.2	7590018	7591050	1	1	+	NC_072005.2	7590356	7590495	7590580	7590673	CAMSAP3	XM_024237129.3	+	1	7590495	7590580	85	5
NC_072005.2	7597303	7597897	2	1	+	NC_072005.2	7597386	7597504	7597595	7597897	CAMSAP3	XM_024237129.3	+	2	7597504	7597595	91	5
NC_072005.2	7599782	7600691	-2	1	-	NC_072005.2	7600392	7600514	7599784	7599913	XAB2	XM_024238043.2	-	2	7599913	7600392	479	1
NC_072005.2	7605651	7606227	-1	1	-	NC_072005.2	7606066	7606200	7605808	7605972	XAB2	XM_024238043.2	-	1	7605972	7606066	94	1
NC_072005.2	761625	762669	-1	1	-	NC_072005.2	762534	762644	762138	762260	TMEM259	XM_024237706.3	-	1	762260	762534	274	4
NC_072005.2	761625	762669	-1	1	-	NC_072005.2	762138	762260	761787	761844	TMEM259	XM_024237706.3	-	1	761844	762138	294	4
NC_072005.2	7622435	7622939	3	1	+	NC_072005.2	7622522	7622579	7622739	7622804	STXBP2	NM_001131428.1	+	3	7622579	7622739	160	5
NC_072005.2	7658223	7658673	1	1	+	NC_072005.2	7658492	7658545	7658660	7658673	MCEMP1	XM_054539502.2	+	1	7658545	7658660	115	2
NC_072005.2	7855919	7856618	3	1	+	NC_072005.2	7856109	7856204	7856370	7856465	EVI5L	XM_024238025.3	+	3	7856204	7856370	166	3
NC_072005.2	7902831	7903803	1	1	+	NC_072005.2	7902913	7903092	7903183	7903263	MAP2K7	XM_002828569.4	+	1	7903092	7903183	91	3
NC_072005.2	7904037	7904385	1	1	+	NC_072005.2	7904106	7904151	7904254	7904385	MAP2K7	XM_002828569.4	+	1	7904151	7904254	103	3
NC_072005.2	7907942	7909124	3	1	+	NC_072005.2	7908219	7908494	7908573	7908887	TGFBR3L	XM_002828575.4	+	3	7908494	7908573	79	2
NC_072005.2	794232	795150	1	1	+	NC_072005.2	794303	794442	794695	794811	ABCA7	XM_024238278.3	+	1	794442	794695	253	9
NC_072005.2	805438	805957	2	1	+	NC_072005.2	805456	805587	805690	805829	ABCA7	XM_024238278.3	+	2	805587	805690	103	9
NC_072005.2	8131062	8131560	-1	1	-	NC_072005.2	8131383	8131520	8131212	8131262	FBN3	XM_054539523.2	-	1	8131262	8131383	121	15
NC_072005.2	817713	819993	1	1	+	NC_072005.2	819661	819795	819877	819980	ABCA7	XM_024238278.3	+	1	819795	819877	82	4
NC_072005.2	8301819	8302299	-1	1	-	NC_072005.2	8302131	8302280	8301820	8301959	CD320	XM_054541346.2	-	1	8301959	8302131	172	1
NC_072005.2	835771	836758	2	1	+	NC_072005.2	835805	835942	836030	836220	ARHGAP45	NM_001133892.1	+	2	835942	836030	88	9
NC_072005.2	835771	836758	2	1	+	NC_072005.2	836030	836220	836356	836480	ARHGAP45	NM_001133892.1	+	2	836220	836356	136	6
NC_072005.2	835771	836758	2	1	+	NC_072005.2	836356	836480	836565	836648	ARHGAP45	NM_001133892.1	+	2	836480	836565	85	5
NC_072005.2	835771	836758	2	1	+	NC_072005.2	836030	836220	836356	836648	ARHGAP45	XM_024236387.3	+	2	836220	836356	136	3
NC_072005.2	8529569	8530037	-2	1	-	NC_072005.2	8529842	8529956	8529579	8529748	MYO1F	XM_024238289.3	-	2	8529748	8529842	94	1
NC_072005.2	8550535	8550916	-3	1	-	NC_072005.2	8550797	8550877	8550596	8550682	MYO1F	XM_024238289.3	-	3	8550682	8550797	115	1
NC_072005.2	8588606	8588999	-2	1	-	NC_072005.2	8588828	8588954	8588608	8588737	ADAMTS10	XM_024238097.3	-	2	8588737	8588828	91	4
NC_072005.2	862426	862795	2	1	+	NC_072005.2	862567	862591	862724	862783	GPX4	XM_003780417.5	+	2	862591	862724	133	2
NC_072005.2	865508	865934	-2	1	-	NC_072005.2	865779	865873	865602	865694	SBNO2	XM_024237948.3	-	2	865694	865779	85	3
NC_072005.2	868446	868860	-1	1	-	NC_072005.2	868659	868794	868468	868580	SBNO2	XM_024237948.3	-	1	868580	868659	79	3
NC_072005.2	878565	879366	-1	1	-	NC_072005.2	879109	879260	878683	878773	SBNO2	XM_024237948.3	-	1	878773	879109	336	3
NC_072005.2	8923519	8923924	-3	1	-	NC_072005.2	8923775	8923899	8923521	8923588	MUC16	XM_063719903.1	-	3	8923588	8923775	187	1
NC_072005.2	997621	998350	-3	1	-	NC_072005.2	997977	998116	997699	997763	CBARP	XM_024236585.3	-	3	997763	997977	214	2
NC_072005.2	9983331	9984078	-1	1	-	NC_072005.2	9983569	9983808	9983332	9983475	COL5A3	XM_009252766.4	-	1	9983475	9983569	94	1
NC_072005.2	9990698	9991136	-2	1	-	NC_072005.2	9990900	9990935	9990699	9990746	COL5A3	XM_054539623.2	-	2	9990746	9990900	154	1
NC_072006.2	12313995	12314571	-2	1	-	NC_072006.2	12314362	12314454	12314197	12314280	RRBP1	XM_054541598.2	-	2	12314280	12314362	82	6
NC_072006.2	31764596	31765532	3	1	+	NC_072006.2	31764649	31765188	31765276	31765422	GFRA4	XM_024239100.2	+	3	31765188	31765276	88	1
NC_072006.2	31764596	31765532	3	1	+	NC_072006.2	31764649	31764994	31765288	31765422	GFRA4	XM_024239101.2	+	3	31764994	31765288	294	1
NC_072006.2	32197291	32197876	2	1	+	NC_072006.2	32197316	32197409	32197518	32197643	SLC4A11	XM_009233413.4	+	2	32197409	32197518	109	15
NC_072006.2	32197291	32197876	2	1	+	NC_072006.2	32197518	32197643	32197731	32197844	SLC4A11	XM_009233413.4	+	2	32197643	32197731	88	9
NC_072006.2	32353052	32353598	-3	1	-	NC_072006.2	32353190	32353391	32353053	32353105	OXT	XM_002830099.3	-	3	32353105	32353190	85	1
NC_072006.2	32378421	32379093	-2	1	-	NC_072006.2	32378897	32379043	32378677	32378800	MRPS26	XM_002830100.5	-	2	32378800	32378897	97	1
NC_072006.2	32564692	32565298	-1	1	-	NC_072006.2	32565107	32565238	32564883	32565010	VPS16	XM_009233421.3	-	1	32565010	32565107	97	1
NC_072006.2	32567412	32568663	-2	1	-	NC_072006.2	32568018	32568106	32567677	32567774	VPS16	XM_009233421.3	-	2	32567774	32568018	244	1
NC_072006.2	32567412	32568663	-2	1	-	NC_072006.2	32567677	32567774	32567461	32567589	VPS16	XM_009233421.3	-	2	32567589	32567677	88	1
NC_072006.2	32673615	32674194	-2	1	-	NC_072006.2	32673865	32673998	32673645	32673771	EBF4	XM_024239143.3	-	2	32673771	32673865	94	3
NC_072006.2	35391791	35392373	-3	1	-	NC_072006.2	35391939	35392312	35391792	35391830	DEFB125	XM_002830170.3	-	3	35391830	35391939	109	1
NC_072006.2	37245594	37246563	1	1	+	NC_072006.2	37245614	37245676	37246043	37246562	BPIFB4	XM_024239000.2	+	1	37245676	37246043	367	1
NC_072006.2	38729902	38730460	2	1	+	NC_072006.2	38730042	38730097	38730185	38730291	MAP1LC3A	XM_009233520.3	+	2	38730097	38730185	88	5
NC_072006.2	39081958	39082501	2	1	+	NC_072006.2	39082027	39082118	39082314	39082417	ACSS2	XM_024238753.3	+	2	39082118	39082314	196	2
NC_072006.2	39164774	39165254	3	1	+	NC_072006.2	39164841	39165017	39165108	39165253	MYH7B	XM_054542188.2	+	3	39165017	39165108	91	3
NC_072006.2	39167474	39168521	3	1	+	NC_072006.2	39167552	39167901	39168282	39168397	MYH7B	XM_054542188.2	+	3	39167901	39168282	381	3
NC_072006.2	39169693	39170149	2	1	+	NC_072006.2	39169739	39169843	39169925	39170020	MYH7B	XM_054542188.2	+	2	39169843	39169925	82	3
NC_072006.2	39644192	39644798	3	1	+	NC_072006.2	39644222	39644349	39644545	39644714	CEP250	XM_024238891.3	+	3	39644349	39644545	196	16
NC_072006.2	39719925	39720399	1	1	+	NC_072006.2	39720076	39720172	39720251	39720315	ERGIC3	NM_001132658.1	+	1	39720172	39720251	79	2
NC_072006.2	39723277	39723688	-1	1	-	NC_072006.2	39723382	39723665	39723278	39723297	LOC100938343	XM_054542219.1	-	1	39723297	39723382	85	1
NC_072006.2	39766547	39766817	-3	1	-	NC_072006.2	39766734	39766796	39766568	39766652	LOC100938343	XM_054542203.2	-	3	39766652	39766734	82	18
NC_072006.2	41233405	41233780	-1	1	-	NC_072006.2	41233699	41233763	41233462	41233590	RBL1	XM_002830276.6	-	1	41233590	41233699	109	1
NC_072006.2	49456422	49459041	1	1	+	NC_072006.2	49456472	49458217	49458578	49459041	LOC100440921	XM_054542387.1	+	1	49458217	49458578	361	1
NC_072006.2	49456422	49459041	1	1	+	NC_072006.2	49456472	49458037	49458578	49459041	LOC100440921	XM_054542388.1	+	1	49458037	49458578	541	1
NC_072006.2	49569628	49570054	-1	1	-	NC_072006.2	49569910	49570032	49569691	49569813	MATN4	NM_001168565.1	-	1	49569813	49569910	97	1
NC_072006.2	49584813	49585488	1	1	+	NC_072006.2	49584850	49585005	49585366	49585488	RBPJL	XM_024238443.2	+	1	49585005	49585366	361	1
NC_072006.2	49687611	49688169	1	1	+	NC_072006.2	49687630	49687816	49687991	49688168	PIGT	NM_001132530.1	+	1	49687816	49687991	175	4
NC_072006.2	49687611	49688169	1	1	+	NC_072006.2	49687630	49687816	49687991	49688128	PIGT	XM_063720432.1	+	1	49687816	49687991	175	2
NC_072006.2	49690247	49691150	3	1	+	NC_072006.2	49690322	49690449	49690765	49690865	PIGT	NM_001132530.1	+	3	49690449	49690765	316	4
NC_072006.2	50087896	50088493	2	1	+	NC_072006.2	50087942	50088146	50088255	50088314	UBE2C	XM_002830362.5	+	2	50088146	50088255	109	1
NC_072006.2	50174719	50175205	-1	1	-	NC_072006.2	50174894	50175058	50174721	50174788	PLTP	NM_001133818.1	-	1	50174788	50174894	106	2
NC_072006.2	50218979	50219387	3	1	+	NC_072006.2	50219031	50219117	50219202	50219386	PCIF1	XM_054541493.2	+	3	50219117	50219202	85	4
NC_072006.2	50317507	50317828	2	1	+	NC_072006.2	50317527	50317625	50317770	50317827	SLC12A5	XM_002830378.5	+	2	50317625	50317770	145	3
NC_072006.2	50330846	50331455	3	1	+	NC_072006.2	50331023	50331156	50331367	50331455	SLC12A5	XM_002830378.5	+	3	50331156	50331367	211	3
NC_072006.2	50402383	50402632	2	1	+	NC_072006.2	50402415	50402501	50402613	50402632	CD40	XM_054541858.2	+	2	50402501	50402613	112	1
NC_072006.2	50464275	50464917	-2	1	-	NC_072006.2	50464762	50464883	50464524	50464641	CDH22	XM_024238983.2	-	2	50464641	50464762	121	1
NC_072006.2	54930714	54931092	-2	1	-	NC_072006.2	54930940	54931065	54930716	54930861	RIPOR3	XM_054542320.2	-	2	54930861	54930940	79	3
NC_072006.2	61032626	61033331	3	1	+	NC_072006.2	61032675	61033160	61033275	61033326	TFAP2C	XM_024239145.3	+	3	61033160	61033275	115	3
NC_072006.2	61961429	61962167	3	1	+	NC_072006.2	61961617	61961820	61961950	61962137	PCK1	NM_001133286.1	+	3	61961820	61961950	130	1
NC_072006.2	66727495	66728047	2	1	+	NC_072006.2	66727518	66727675	66727856	66727958	ADRM1	XM_054541931.1	+	2	66727675	66727856	181	16
NC_072006.2	66729243	66729831	-2	1	-	NC_072006.2	66729586	66729719	66729396	66729489	LAMA5	XM_054541928.2	-	2	66729489	66729586	97	3
NC_072006.2	66733734	66734355	-2	1	-	NC_072006.2	66734154	66734333	66733924	66734072	LAMA5	XM_054541928.2	-	2	66734072	66734154	82	3
NC_072006.2	66735458	66736529	-3	1	-	NC_072006.2	66735999	66736140	66735788	66735890	LAMA5	XM_054541928.2	-	3	66735890	66735999	109	3
NC_072006.2	66735786	66739575	-2	1	-	NC_072006.2	66739354	66739550	66736792	66736908	LAMA5	XM_054541928.2	-	2	66736908	66739354	2446	3
NC_072006.2	66735786	66739575	-2	1	-	NC_072006.2	66736792	66736908	66736472	66736626	LAMA5	XM_054541928.2	-	2	66736626	66736792	166	3
NC_072006.2	66756414	66756852	-2	1	-	NC_072006.2	66756721	66756773	66756525	66756630	LAMA5	XM_054541928.2	-	2	66756630	66756721	91	3
NC_072006.2	67260384	67260936	1	1	+	NC_072006.2	67260409	67260462	67260796	67260849	COL9A3	XM_024238931.3	+	1	67260462	67260796	334	1
NC_072006.2	67289970	67290285	-2	1	-	NC_072006.2	67290076	67290217	67289971	67290003	TCFL5	XM_063720576.1	-	2	67290003	67290076	73	1
NC_072006.2	67686516	67687401	1	1	+	NC_072006.2	67686590	67686689	67687083	67687164	BIRC7	XM_003779398.3	+	1	67686689	67687083	394	1
NC_072006.2	67686516	67687401	1	1	+	NC_072006.2	67686590	67686689	67686798	67687164	BIRC7	XM_054542341.2	+	1	67686689	67686798	109	1
NC_072006.2	67686516	67687401	1	1	+	NC_072006.2	67686590	67686841	67687257	67687302	BIRC7	XM_054542342.2	+	1	67686841	67687257	416	1
NC_072006.2	67686516	67687401	1	1	+	NC_072006.2	67686590	67686689	67686798	67686841	BIRC7	XM_054542344.2	+	1	67686689	67686798	109	1
NC_072006.2	67686516	67687401	1	1	+	NC_072006.2	67686798	67686841	67687257	67687302	BIRC7	XM_054542344.2	+	1	67686841	67687257	416	1
NC_072006.2	68013897	68014497	-2	1	-	NC_072006.2	68014251	68014407	68014008	68014175	HELZ2	XM_024238766.3	-	2	68014175	68014251	76	1
NC_072006.2	68014540	68015050	-1	1	-	NC_072006.2	68014883	68015017	68014559	68014777	HELZ2	XM_024238766.3	-	1	68014777	68014883	106	1
NC_072006.2	68136435	68136837	1	1	+	NC_072006.2	68136650	68136688	68136758	68136836	RTEL1	NM_001131457.1	+	1	68136688	68136758	70	9
NC_072006.2	68157591	68158092	1	1	+	NC_072006.2	68157638	68157790	68158088	68158092	RTEL1	XM_054541400.2	+	1	68157790	68158088	298	2
NC_072006.2	68198360	68198636	3	1	+	NC_072006.2	68198396	68198477	68198583	68198635	LIME1	XM_054541482.1	+	3	68198477	68198583	106	1
NC_072006.2	68198481	68199432	1	1	+	NC_072006.2	68198548	68198635	68198756	68199072	LIME1	XM_024238524.2	+	1	68198635	68198756	121	1
NC_072006.2	68203251	68203539	1	1	+	NC_072006.2	68203252	68203343	68203431	68203539	SLC2A4RG	XM_024238795.3	+	1	68203343	68203431	88	1
NC_072006.2	68431722	68432178	-2	1	-	NC_072006.2	68431972	68432096	68431801	68431893	ZNF512B	XM_024238769.3	-	2	68431893	68431972	79	5
NC_072006.2	68432089	68432668	-1	1	-	NC_072006.2	68432503	68432574	68432254	68432400	ZNF512B	XM_024238769.3	-	1	68432400	68432503	103	5
NC_072006.2	68432937	68433885	-2	1	-	NC_072006.2	68433757	68433885	68433023	68433663	ZNF512B	XM_024238769.3	-	2	68433663	68433757	94	5
NC_072006.2	68461580	68462216	3	1	+	NC_072006.2	68461626	68461802	68462034	68462189	PRPF6	NM_001131843.1	+	3	68461802	68462034	232	2
NC_072006.2	68550557	68551625	-3	1	-	NC_072006.2	68550969	68551577	68550744	68550866	LKAAEAR1	XM_002830552.6	-	3	68550866	68550969	103	1
NC_072006.2	68550557	68551625	-3	1	-	NC_072006.2	68550969	68551577	68550558	68550866	LKAAEAR1	XM_009233841.2	-	3	68550866	68550969	103	1
NC_072006.2	68550557	68551625	-3	1	-	NC_072006.2	68550969	68551370	68550558	68550866	LKAAEAR1	XM_054541982.2	-	3	68550866	68550969	103	2
NC_072006.2	68550557	68551625	-3	1	-	NC_072006.2	68550969	68551370	68550744	68550866	LKAAEAR1	XM_054541984.2	-	3	68550866	68550969	103	2
NC_072007.2	39289745	39290069	3	1	+	NC_072007.2	39289827	39289902	39289996	39290055	LOC100446570	XM_024239408.3	+	3	39289902	39289996	94	1
NC_072007.2	43821120	43821528	-1	1	-	NC_072007.2	43821406	43821521	43821121	43821309	GART	XM_024239466.3	-	1	43821309	43821406	97	3
NC_072007.2	52258722	52259469	-1	1	-	NC_072007.2	52259290	52259391	52259016	52259160	PRDM15	XM_054542567.2	-	1	52259160	52259290	130	1
NC_072007.2	52258722	52259469	-1	1	-	NC_072007.2	52259016	52259160	52258753	52258880	PRDM15	XM_054542567.2	-	1	52258880	52259016	136	1
NC_072007.2	52898199	52898619	-1	1	-	NC_072007.2	52898470	52898583	52898262	52898367	RSPH1	XM_002830729.4	-	1	52898367	52898470	103	3
